Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Chosen_Program,Applied_Institution,Application_Status,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits
STU1802,Male,19,Private,Brunei-Muara,2498,Diploma,ICT,Politeknik Brunei,Accepted,C,C,B,E,B,U,B,B,U,D,E,A,E,C,,,,D,,,7,1
STU1803,Male,17,Public,Brunei-Muara,9603,Diploma,Business,Laksamana College of Business,Waiting List,U,B,B,C,D,E,A,E,C,B,B,D,,,,,,,,,7,0
STU1804,Male,17,International,Brunei-Muara,8934,Diploma,Business,Laksamana College of Business,Rejected,E,A,E,D,D,E,A,D,D,U,D,D,,,,,,,,,2,0
STU1805,Female,17,International,Belait,3678,Masters Degree,Business,Laksamana College of Business,Accepted,D,B,U,D,A,C,E,C,U,D,U,E,U,,,,,C,A,,4,2
STU1806,Female,18,Private,Tutong,3664,Degree,Engineering,IBTE,Accepted,C,B,A,A,A,D,A,E,A,U,C,B,,,,,,,,,9,0
STU1807,Male,19,Public,Belait,9870,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,D,U,B,E,A,U,D,C,D,D,A,,,,E,U,,,,4,0
STU1808,Male,20,International,Brunei-Muara,8022,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,A,B,A,D,A,A,D,U,B,E,U,,C,U,,,,,,7,1
STU1809,Male,18,Private,Tutong,8268,Postgraduate,ICT,Politeknik Brunei,Accepted,B,B,B,D,C,E,D,C,C,C,C,C,,A,,,,,,,9,1
STU1810,Female,16,International,Temburong,4734,Postgraduate,ICT,Politeknik Brunei,Waiting List,E,E,B,C,E,A,U,B,C,E,D,B,,,,,,,,,6,0
STU1811,Male,20,Public,Belait,9617,Postgraduate,ICT,Politeknik Brunei,Rejected,E,D,D,B,B,C,U,A,E,D,U,D,,,,,,C,,,4,1
STU1812,Female,17,Public,Brunei-Muara,9027,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,U,A,A,B,D,U,E,A,D,U,U,,,,,,,,,5,0
STU1813,Male,18,Private,Tutong,8937,Diploma,ICT,Politeknik Brunei,Waiting List,B,E,C,A,E,C,B,A,A,C,A,D,,,D,,,,,,9,0
STU1814,Male,17,Private,Temburong,5489,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,C,E,E,B,D,D,U,U,D,E,A,U,E,B,,,,,,3,1
STU1815,Female,19,Private,Temburong,9339,Degree,Business,Laksamana College of Business,Waiting List,E,U,A,C,C,C,C,B,C,C,B,E,,,,,,,,B,9,1
STU1816,Male,18,International,Temburong,8413,Diploma,Engineering,IBTE,Rejected,U,U,D,U,D,C,B,A,A,D,E,D,,,,,,,,,4,0
STU1817,Male,20,Public,Temburong,5221,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,A,A,C,D,E,A,D,A,A,A,C,A,,,,,A,,,8,2
STU1818,Male,17,Public,Temburong,9978,Diploma,Business,Laksamana College of Business,Rejected,C,C,C,A,A,A,A,B,E,A,U,U,,,,,,,,,9,0
STU1819,Female,19,Public,Brunei-Muara,5584,Postgraduate,Engineering,IBTE,Rejected,D,D,A,B,B,E,U,B,B,E,D,B,,,,,,,,,6,0
STU1820,Male,18,Public,Temburong,9117,Postgraduate,ICT,Politeknik Brunei,Accepted,D,A,U,E,E,B,C,E,B,A,E,D,,,,,,,,,5,0
STU1821,Male,20,Private,Brunei-Muara,4789,Diploma,Engineering,IBTE,Waiting List,C,U,E,B,A,E,B,U,E,A,B,D,,,,,,C,C,A,6,3
STU1822,Male,19,International,Temburong,1987,Masters Degree,Engineering,IBTE,Rejected,E,B,D,D,B,D,C,A,E,B,E,D,,,,,,,,,5,0
STU1823,Male,17,Private,Temburong,5145,Postgraduate,ICT,Politeknik Brunei,Waiting List,B,U,C,C,A,B,B,U,C,B,E,E,,,,,,,,,8,0
STU1824,Female,17,International,Belait,6753,Masters Degree,Engineering,IBTE,Accepted,U,A,C,A,B,A,D,B,D,C,B,B,,,,,,,,,9,0
STU1825,Male,16,International,Temburong,2030,Degree,ICT,Politeknik Brunei,Waiting List,A,D,C,E,A,U,U,C,B,E,D,E,,,,,,,,,5,0
STU1826,Male,18,Public,Tutong,9644,Degree,Business,Laksamana College of Business,Accepted,D,B,B,B,E,B,B,U,D,A,U,E,,,,,,A,,,6,1
STU1827,Female,16,International,Belait,8372,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,C,B,B,U,D,D,U,B,U,E,U,,,,,,,,,5,0
STU1828,Female,17,Public,Belait,5792,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,E,U,B,A,A,A,B,U,B,B,B,A,,,,,,A,,8,2
STU1829,Female,18,Public,Brunei-Muara,5212,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,B,U,A,C,U,D,B,C,A,E,U,,,,,,,,,7,0
STU1830,Male,20,Public,Brunei-Muara,3909,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,A,C,E,A,D,U,D,U,B,C,U,,U,,C,,,,E,5,1
STU1831,Male,17,Public,Brunei-Muara,2153,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,D,A,C,D,B,U,C,E,B,A,U,,,,,,,,A,6,1
STU1832,Male,16,Public,Brunei-Muara,7224,Diploma,Business,Laksamana College of Business,Rejected,A,D,D,C,E,C,B,B,B,B,C,B,,,,,,,,,9,0
STU1833,Male,17,Private,Temburong,9053,Postgraduate,Business,Laksamana College of Business,Waiting List,C,A,B,B,E,C,E,B,B,C,C,A,,,,,,,,,10,0
STU1834,Female,17,International,Brunei-Muara,9705,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,C,C,E,A,U,A,A,A,D,B,U,,,,,,,,,8,0
STU1835,Female,18,Private,Brunei-Muara,3216,Diploma,Engineering,IBTE,Accepted,E,U,C,A,E,D,A,B,C,B,C,C,,,U,,A,,E,,8,1
STU1836,Male,19,International,Temburong,5284,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,E,D,E,A,D,A,B,C,B,C,E,,,D,,,,,,6,0
STU1837,Female,16,Public,Belait,5817,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,A,B,A,A,A,A,B,U,E,B,U,,,,,,,,,9,0
STU1838,Female,20,International,Brunei-Muara,4232,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,D,D,U,A,B,C,A,D,C,D,E,,,,,,,,,5,0
STU1839,Male,16,International,Belait,7328,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,B,D,B,D,C,U,E,B,U,U,A,,C,,C,,,,,5,2
STU1840,Male,17,Private,Tutong,1056,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,A,A,B,B,C,D,E,B,D,D,U,,,,D,,U,,A,6,1
STU1841,Male,16,Private,Brunei-Muara,1033,Masters Degree,Business,Laksamana College of Business,Rejected,C,B,D,E,U,U,A,C,E,C,B,D,,,,U,,,D,,6,0
STU1842,Male,19,Private,Belait,5246,Masters Degree,Business,Laksamana College of Business,Accepted,D,E,C,A,U,C,U,C,D,E,C,D,,,,,,,,,5,0
STU1843,Male,16,International,Belait,6887,Diploma,Business,Laksamana College of Business,Rejected,U,E,A,A,U,E,E,E,A,C,E,C,,,,,C,,,C,5,2
STU1844,Female,18,International,Belait,5804,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,U,C,B,D,A,A,E,D,A,U,A,,,,,,,,,7,0
STU1845,Male,16,Private,Tutong,9947,Masters Degree,Business,Laksamana College of Business,Waiting List,U,A,E,D,B,B,E,E,C,U,U,D,,,,,,E,C,A,4,2
STU1846,Female,16,Public,Brunei-Muara,2209,Postgraduate,Business,Laksamana College of Business,Rejected,B,U,U,U,B,U,B,B,A,E,U,D,,,,,,,,,5,0
STU1847,Male,20,International,Temburong,9183,Postgraduate,Engineering,IBTE,Rejected,A,E,D,D,A,A,A,D,E,E,C,D,,,,,,,,,5,0
STU1848,Female,19,International,Temburong,1862,Masters Degree,Business,Laksamana College of Business,Waiting List,A,B,E,A,C,U,U,D,D,E,U,U,,,,,,,,,4,0
STU1849,Male,16,Private,Tutong,2176,Postgraduate,ICT,Politeknik Brunei,Accepted,A,A,C,C,E,U,D,B,D,A,C,B,,,,U,,,,,8,0
STU1850,Male,18,Public,Brunei-Muara,6163,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,E,D,D,E,B,A,A,D,E,B,D,,E,,,,,,,5,0
STU1851,Female,16,Private,Belait,7697,Masters Degree,ICT,Politeknik Brunei,Rejected,B,C,B,D,D,E,E,B,E,E,C,U,,,,,,,,,5,0
STU1852,Male,19,Public,Temburong,4979,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,A,D,A,D,D,E,D,B,C,C,E,,,,D,A,,,A,6,2
STU1853,Male,19,International,Temburong,2450,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,D,E,E,D,D,D,E,A,A,C,C,,,,,,,,,4,0
STU1854,Female,20,Private,Tutong,6081,Masters Degree,ICT,Politeknik Brunei,Waiting List,A,C,C,B,U,A,B,B,C,D,E,D,,C,,,,,C,,8,2
STU1855,Male,20,International,Brunei-Muara,8396,Degree,Business,Laksamana College of Business,Waiting List,A,B,E,U,A,E,D,U,E,B,D,B,,,,,,,,,5,0
STU1856,Male,16,Public,Tutong,8099,Diploma,Business,Laksamana College of Business,Rejected,B,B,E,U,D,D,U,C,C,B,C,B,,,,,,,,,7,0
STU1857,Female,17,International,Temburong,3573,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,D,D,D,D,B,A,E,U,D,E,D,,,,,,,,,2,0
STU1858,Female,19,Private,Belait,9614,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,A,D,C,E,B,D,U,E,B,B,E,C,,,,,,,,6,1
STU1859,Female,18,International,Brunei-Muara,7968,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,D,E,C,C,C,U,C,D,E,U,A,,,,,,,,E,5,0
STU1860,Male,18,International,Brunei-Muara,4067,Degree,ICT,Politeknik Brunei,Rejected,C,D,C,U,E,C,B,B,U,A,E,C,,,,,,,,,7,0
STU1861,Female,18,Private,Belait,7782,Diploma,ICT,Politeknik Brunei,Rejected,C,B,C,A,U,B,A,D,B,U,D,A,,D,,D,,,,A,8,1
STU1862,Female,17,Private,Temburong,8068,Diploma,ICT,Politeknik Brunei,Waiting List,A,U,B,D,A,D,U,D,A,D,C,U,,,,,,,,,5,0
STU1863,Female,20,Public,Brunei-Muara,1865,Degree,Engineering,IBTE,Rejected,C,U,D,C,C,U,U,D,E,A,U,C,,,U,U,,,,,5,0
STU1864,Male,19,International,Temburong,5671,Diploma,Business,Laksamana College of Business,Waiting List,D,U,C,D,C,E,U,C,U,D,C,U,,,,,,,,,4,0
STU1865,Female,18,Public,Brunei-Muara,7385,Degree,Engineering,IBTE,Waiting List,E,A,U,A,B,C,D,C,E,B,C,B,,,,C,A,,E,,8,2
STU1866,Female,19,International,Tutong,6290,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,E,D,D,D,C,C,C,B,A,U,C,,,,,,,,,6,0
STU1867,Male,20,Public,Brunei-Muara,5942,Degree,Engineering,IBTE,Waiting List,U,A,C,B,U,E,D,E,U,B,D,C,,,,U,,U,,D,5,0
STU1868,Male,18,Private,Tutong,5412,Diploma,Engineering,IBTE,Accepted,U,U,A,B,C,E,U,E,C,C,C,E,A,D,A,,,,,,6,2
STU1869,Male,18,Public,Temburong,9165,Diploma,Engineering,IBTE,Rejected,A,B,A,U,C,A,D,A,D,B,B,D,,,,,,,,,8,0
STU1870,Male,18,International,Tutong,5189,Diploma,ICT,Politeknik Brunei,Accepted,A,U,E,C,C,B,C,U,E,B,D,B,,,,,,,,,7,0
STU1871,Female,16,Private,Belait,9116,Postgraduate,Engineering,IBTE,Accepted,C,A,B,U,B,U,E,D,U,A,A,D,,,,,,,,,6,0
STU1872,Male,16,International,Tutong,1739,Diploma,Engineering,IBTE,Accepted,A,B,B,E,A,B,B,E,B,U,B,C,U,,D,,,,A,,9,1
STU1873,Female,17,Public,Belait,8243,Degree,Engineering,IBTE,Rejected,B,D,B,A,E,C,U,D,C,D,E,A,,,,,,E,A,,6,1
STU1874,Male,19,Private,Tutong,4491,Degree,Engineering,IBTE,Accepted,B,B,E,C,D,B,B,D,U,B,D,A,,,,,,,,,7,0
STU1875,Male,19,Private,Brunei-Muara,9490,Diploma,Engineering,IBTE,Accepted,B,U,E,U,B,U,B,A,B,U,U,U,,,,,,,C,,5,1
STU1876,Male,18,International,Temburong,3053,Diploma,Engineering,IBTE,Rejected,U,B,D,U,C,D,A,E,U,A,U,E,,,,,,,,,4,0
STU1877,Female,19,Private,Temburong,8188,Masters Degree,Engineering,IBTE,Waiting List,B,C,A,D,B,U,B,E,B,U,B,U,,,,,C,,,U,7,1
STU1878,Male,17,Public,Tutong,2844,Masters Degree,Business,Laksamana College of Business,Rejected,U,A,U,D,D,B,E,E,E,D,E,A,,B,,D,,,,,3,1
STU1879,Female,18,Public,Belait,5112,Diploma,Business,Laksamana College of Business,Rejected,D,B,B,U,D,D,B,D,U,D,U,C,,,E,U,,,E,,4,0
STU1880,Male,20,Public,Temburong,2351,Diploma,Engineering,IBTE,Accepted,B,U,A,U,B,A,D,D,B,C,A,D,,A,,,,,,,7,1
STU1881,Female,16,Public,Brunei-Muara,9218,Postgraduate,Engineering,IBTE,Rejected,B,A,D,D,B,D,D,U,D,D,E,C,,,,,,,,,4,0
STU1882,Female,16,Private,Brunei-Muara,9151,Masters Degree,Engineering,IBTE,Rejected,E,B,U,E,B,C,C,A,D,U,C,U,,,,,,,,,6,0
STU1883,Male,18,Private,Brunei-Muara,1366,Postgraduate,Business,Laksamana College of Business,Rejected,D,C,B,C,C,U,E,U,D,B,E,D,,,,,,,,,5,0
STU1884,Female,18,Public,Temburong,5198,Degree,Engineering,IBTE,Rejected,C,U,D,E,A,A,A,E,D,B,D,B,,,,,,,,,6,0
STU1885,Male,19,International,Tutong,6609,Postgraduate,Engineering,IBTE,Waiting List,A,E,U,A,A,E,U,E,C,U,E,B,,,,,,,,,5,0
STU1886,Male,19,Public,Tutong,9107,Postgraduate,ICT,Politeknik Brunei,Waiting List,U,A,B,A,B,B,A,A,D,A,A,C,,,,,,,,,10,0
STU1887,Female,16,Private,Brunei-Muara,2356,Postgraduate,Engineering,IBTE,Waiting List,A,U,D,A,A,C,C,U,U,U,D,E,,,,,,,,,5,0
STU1888,Female,16,Private,Belait,3419,Masters Degree,ICT,Politeknik Brunei,Rejected,U,C,B,D,U,D,D,D,A,A,A,U,,,,,E,,,,5,0
STU1889,Male,17,Public,Tutong,7776,Diploma,ICT,Politeknik Brunei,Waiting List,U,C,B,A,U,B,A,D,B,U,D,C,,,B,A,,,,,7,2
STU1890,Male,17,Private,Belait,3531,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,B,C,D,A,B,C,D,B,D,U,D,,,,,,,,,7,0
STU1891,Male,19,International,Tutong,2316,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,B,E,C,A,D,D,A,E,A,D,E,,,,,,,,,5,0
STU1892,Male,18,Public,Belait,6603,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,C,U,E,A,B,D,A,E,U,D,A,,,,,,,,,5,0
STU1893,Male,16,Private,Brunei-Muara,5522,Masters Degree,Engineering,IBTE,Rejected,B,A,U,E,C,B,C,D,D,A,C,E,,,,,,,,,7,0
STU1894,Male,18,Public,Belait,7050,Degree,ICT,Politeknik Brunei,Accepted,A,A,D,A,B,U,C,C,U,E,A,U,,,,,,,,,7,0
STU1895,Female,17,Private,Temburong,4605,Postgraduate,Business,Laksamana College of Business,Waiting List,A,D,U,U,A,D,E,B,C,C,U,U,,,,,,,,,5,0
STU1896,Male,17,Private,Temburong,2148,Postgraduate,ICT,Politeknik Brunei,Accepted,D,C,D,B,A,E,E,C,D,E,A,A,,,,,,,,,6,0
STU1897,Female,16,Public,Tutong,5920,Diploma,Business,Laksamana College of Business,Rejected,E,A,D,B,B,C,C,E,C,E,A,D,,U,,A,,,E,,7,1
STU1898,Male,17,International,Belait,9835,Postgraduate,Engineering,IBTE,Rejected,E,C,U,U,D,U,C,A,U,D,E,E,,,,,,,,,3,0
STU1899,Female,18,Public,Tutong,8087,Postgraduate,ICT,Politeknik Brunei,Waiting List,C,A,U,U,A,D,C,E,C,A,A,D,,,,,,,,B,7,1
STU1900,Female,18,International,Brunei-Muara,1113,Postgraduate,ICT,Politeknik Brunei,Waiting List,B,U,A,A,B,E,B,B,E,A,A,B,,E,,,,,,,9,0
STU1901,Male,17,Public,Brunei-Muara,4067,Diploma,Engineering,IBTE,Rejected,U,D,C,D,B,C,B,C,E,D,E,E,,,,,,,,,5,0
STU1902,Female,16,International,Belait,5582,Masters Degree,Business,Laksamana College of Business,Accepted,C,E,C,C,E,E,D,E,C,B,A,D,,,D,A,,,D,,6,1
STU1903,Male,16,International,Brunei-Muara,7782,Diploma,ICT,Politeknik Brunei,Accepted,E,U,A,B,D,E,B,A,U,A,E,B,,,,,,,,,6,0
STU1904,Male,20,Private,Brunei-Muara,5892,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,D,A,E,B,D,U,B,U,U,D,A,,,,,,,,,5,0
STU1905,Male,20,Private,Brunei-Muara,2174,Masters Degree,Business,Laksamana College of Business,Waiting List,U,D,A,C,D,U,B,E,U,C,E,U,,,C,,U,,,,4,1
STU1906,Male,19,International,Brunei-Muara,1800,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,C,C,E,D,U,B,A,A,U,D,A,U,,,,,,,D,7,0
STU1907,Male,19,International,Temburong,8267,Masters Degree,Engineering,IBTE,Waiting List,D,A,U,E,A,A,B,B,C,U,A,E,,B,E,,,E,,,7,1
STU1908,Male,16,Public,Brunei-Muara,2495,Diploma,Engineering,IBTE,Accepted,U,U,E,B,C,U,C,C,A,E,E,U,,,,,,,B,,5,1
STU1909,Male,20,International,Belait,9954,Masters Degree,Engineering,IBTE,Rejected,U,U,B,E,B,D,B,D,C,E,U,A,U,,,D,A,,,,5,1
STU1910,Male,16,International,Belait,8293,Postgraduate,Business,Laksamana College of Business,Accepted,E,C,E,C,D,U,A,D,C,B,B,U,,,,,,,,,6,0
STU1911,Female,20,International,Brunei-Muara,2023,Degree,Business,Laksamana College of Business,Rejected,E,B,D,U,U,U,D,E,C,U,E,A,A,,,A,,,C,,3,3
STU1912,Male,18,Public,Belait,4184,Postgraduate,Engineering,IBTE,Rejected,U,C,U,U,U,A,C,A,E,B,B,U,,,,,,,U,,6,0
STU1913,Male,18,Public,Brunei-Muara,7795,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,U,U,E,B,A,A,B,D,C,B,U,,,,,,,,,7,0
STU1914,Female,20,Private,Tutong,5910,Degree,ICT,Politeknik Brunei,Rejected,C,B,B,E,E,D,U,U,U,A,E,E,,B,,,,,,,4,1
STU1915,Male,19,Public,Brunei-Muara,2900,Degree,Engineering,IBTE,Waiting List,U,C,D,B,D,U,U,D,C,B,E,D,,,,,,,,,4,0
STU1916,Male,19,International,Tutong,1313,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,E,B,U,C,D,U,C,D,U,C,C,,,,,C,,,E,6,1
STU1917,Female,19,Public,Brunei-Muara,3544,Masters Degree,Business,Laksamana College of Business,Waiting List,U,D,E,U,D,C,E,B,A,A,A,C,,,,,,,D,,6,0
STU1918,Female,18,International,Temburong,9981,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,E,C,E,E,E,D,B,C,C,U,D,,,,,,C,B,,5,2
STU1919,Female,18,Public,Brunei-Muara,4699,Postgraduate,Engineering,IBTE,Accepted,B,U,B,D,A,E,A,U,D,C,E,U,,,,,,,,,5,0
STU1920,Female,16,International,Tutong,3952,Masters Degree,Business,Laksamana College of Business,Rejected,E,U,E,B,B,D,D,B,B,C,U,U,,,,,,,,,5,0
STU1921,Female,19,International,Temburong,1608,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,C,D,U,U,E,E,D,D,U,B,C,,,B,C,,,D,,4,2
STU1922,Female,16,International,Belait,1539,Diploma,Business,Laksamana College of Business,Rejected,E,U,U,A,B,B,C,U,E,D,A,D,,,,,,,,,5,0
STU1923,Male,18,Private,Tutong,7535,Masters Degree,Business,Laksamana College of Business,Waiting List,C,B,D,U,B,C,C,U,B,B,A,D,,,,,,,,,8,0
STU1924,Male,16,International,Brunei-Muara,2651,Masters Degree,Engineering,IBTE,Accepted,D,D,E,U,E,D,B,D,A,D,D,B,E,C,,,,,,A,3,2
STU1925,Male,19,Private,Belait,3815,Masters Degree,ICT,Politeknik Brunei,Accepted,E,U,B,B,A,B,B,E,C,C,C,U,,,,,,,,,8,0
STU1926,Male,20,International,Temburong,1045,Diploma,ICT,Politeknik Brunei,Accepted,B,A,C,E,A,E,U,A,E,A,D,A,,,,,,,,,7,0
STU1927,Female,16,Public,Tutong,7757,Degree,Engineering,IBTE,Rejected,E,E,U,U,E,C,D,C,B,B,U,E,,,,,,,,,4,0
STU1928,Female,18,Private,Belait,3988,Diploma,Business,Laksamana College of Business,Rejected,B,D,B,E,E,U,D,C,C,A,A,B,,,,,,,,,7,0
STU1929,Male,19,Public,Brunei-Muara,1317,Diploma,ICT,Politeknik Brunei,Rejected,U,U,U,E,U,D,C,U,A,A,U,U,,A,C,,,E,,,3,2
STU1930,Female,19,International,Brunei-Muara,3283,Masters Degree,Business,Laksamana College of Business,Rejected,C,C,D,E,A,A,A,A,E,E,U,E,,,,,,B,,,6,1
STU1931,Female,17,Private,Temburong,7772,Masters Degree,Engineering,IBTE,Accepted,C,U,U,U,B,C,A,A,D,A,B,U,,,,,,,,,7,0
STU1932,Female,16,Private,Belait,3585,Degree,Business,Laksamana College of Business,Waiting List,B,C,E,D,E,A,A,C,E,U,U,B,,,,U,,,,,6,0
STU1933,Male,19,International,Tutong,9858,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,C,A,C,B,D,U,D,A,D,E,D,,,,,,,,,6,0
STU1934,Male,20,International,Temburong,5164,Diploma,Business,Laksamana College of Business,Accepted,B,C,A,E,C,A,U,B,U,U,A,E,,,E,,,,D,,7,0
STU1935,Female,18,International,Temburong,7762,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,B,U,U,B,B,D,D,D,B,E,A,,,,,,,,,6,0
STU1936,Male,16,Public,Temburong,3397,Masters Degree,Business,Laksamana College of Business,Accepted,U,E,E,A,D,E,E,D,E,C,D,U,,,B,,,C,,D,2,2
STU1937,Male,17,Public,Belait,6586,Masters Degree,ICT,Politeknik Brunei,Accepted,B,B,U,E,B,B,C,B,B,E,D,C,,,,,,,,C,8,1
STU1938,Male,20,International,Belait,9255,Diploma,Engineering,IBTE,Rejected,A,C,E,E,A,C,C,U,U,A,D,B,,,,,,E,D,,7,0
STU1939,Female,19,Private,Brunei-Muara,5606,Masters Degree,ICT,Politeknik Brunei,Waiting List,A,U,C,C,E,A,A,A,D,B,C,U,,,,,,,,,8,0
STU1940,Male,16,International,Temburong,6473,Degree,ICT,Politeknik Brunei,Waiting List,E,E,A,B,D,C,E,D,U,E,E,E,,,,,,,,,3,0
STU1941,Male,16,Private,Tutong,2171,Diploma,Engineering,IBTE,Accepted,A,E,D,E,D,B,A,U,U,D,D,B,,,,,,C,,,4,1
STU1942,Male,16,Private,Temburong,5958,Diploma,ICT,Politeknik Brunei,Accepted,D,B,C,A,C,C,E,E,C,U,E,U,,,E,,,,,,6,0
STU1943,Male,19,Public,Belait,3973,Diploma,Engineering,IBTE,Waiting List,B,C,B,C,B,B,U,D,B,C,D,U,,,U,,U,,,D,8,0
STU1944,Female,19,Public,Tutong,2497,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,D,D,C,D,B,C,A,D,B,C,D,,,,,,,,,6,0
STU1945,Male,18,Private,Brunei-Muara,5891,Postgraduate,ICT,Politeknik Brunei,Rejected,U,B,B,C,D,D,A,U,B,C,C,E,,,,,,,,,7,0
STU1946,Female,19,Private,Temburong,6928,Masters Degree,Engineering,IBTE,Rejected,A,U,C,C,E,C,E,B,B,D,U,A,E,C,,,,,E,,7,1
STU1947,Male,20,Private,Brunei-Muara,4849,Diploma,ICT,Politeknik Brunei,Accepted,B,E,U,C,E,A,C,U,B,A,E,U,,,,,,,,,6,0
STU1948,Male,17,International,Tutong,9095,Masters Degree,ICT,Politeknik Brunei,Rejected,C,D,C,B,E,E,E,U,B,A,B,C,,E,D,U,,,,,7,0
STU1949,Female,20,Private,Tutong,2068,Postgraduate,ICT,Politeknik Brunei,Rejected,U,B,D,U,D,A,E,E,U,D,U,B,,U,,,,,,,3,0
STU1950,Female,18,International,Belait,8222,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,B,U,U,U,E,C,A,B,A,E,E,,,B,,,,C,,5,2
STU1951,Female,19,Public,Brunei-Muara,3235,Masters Degree,Engineering,IBTE,Waiting List,A,A,D,A,U,U,A,U,B,U,E,B,,,,,,,,,6,0
STU1952,Female,18,International,Tutong,4692,Diploma,Business,Laksamana College of Business,Rejected,C,E,A,U,D,B,U,D,U,A,A,E,,,,,,,,,5,0
STU1953,Female,19,Public,Brunei-Muara,2173,Masters Degree,Engineering,IBTE,Rejected,U,C,E,C,U,U,E,E,A,U,C,U,,,,,,,,,4,0
STU1954,Male,18,Private,Tutong,9062,Degree,Engineering,IBTE,Accepted,E,E,B,D,C,C,E,U,A,B,E,A,,,,,,,,,6,0
STU1955,Female,17,Private,Brunei-Muara,5956,Diploma,ICT,Politeknik Brunei,Waiting List,B,C,A,C,D,D,A,B,A,E,E,A,,,,,,,,,8,0
STU1956,Female,16,Public,Belait,6964,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,E,E,U,E,U,C,E,C,E,A,D,,,A,A,,,U,,4,2
STU1957,Female,16,Private,Belait,2562,Diploma,Engineering,IBTE,Rejected,A,B,C,B,A,U,C,E,A,B,E,C,,,,,,,,,9,0
STU1958,Female,17,Private,Tutong,5303,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,A,C,U,E,U,D,C,E,E,A,A,,,,,,,,,6,0
STU1959,Male,19,Private,Brunei-Muara,7127,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,E,B,U,A,D,B,C,E,A,A,A,,,,,,,,,8,0
STU1960,Female,16,Public,Temburong,3436,Degree,Business,Laksamana College of Business,Waiting List,E,C,C,D,B,B,D,B,E,C,U,D,,C,,,C,C,,,6,3
STU1961,Male,18,Private,Brunei-Muara,2281,Degree,Business,Laksamana College of Business,Rejected,E,U,E,U,A,D,D,B,A,D,A,D,,,,,,,,,4,0
STU1962,Male,18,Public,Brunei-Muara,4194,Postgraduate,Engineering,IBTE,Rejected,E,E,B,A,D,E,C,A,E,C,E,D,,,,,,,,,5,0
